PurchaseOrderID,OrderDate,RequestedDeliveryDate,ActualDeliveryDate,SupplierID,ProductID,WarehouseID,OrderQty,UnitPriceEUR,POValueEUR,Status,DelayDays,Confirmed
PO4500000429,2025-04-22,2025-05-24,2025-05-25,SUP005,MAT100106,WH01,536,617.51,330985.36,Delivered,1,Yes
PO4500000430,2026-05-03,2026-05-16,2026-05-18,SUP006,MAT100016,WH01,564,455.48,256890.72,Late,2,Yes
PO4500000431,2025-01-02,2025-02-03,2025-02-03,SUP005,MAT100112,WH01,554,381.51,211356.54,Delivered,0,Yes
PO4500000432,2025-08-23,2025-09-03,2025-09-19,SUP014,MAT100103,WH03,410,318.71,130671.1,Late,16,Yes
PO4500000433,2025-04-11,2025-05-13,2025-05-12,SUP023,MAT100117,WH01,508,690.44,350743.52,Delivered,0,Yes
PO4500000434,2026-02-23,2026-03-01,2026-02-26,SUP018,MAT100016,WH03,27,522.3,14102.1,Delivered,0,No
PO4500000435,2025-07-30,2025-09-01,2025-08-31,SUP021,MAT100020,WH02,438,329.23,144202.74,Delivered,0,Yes
PO4500000436,2025-09-25,2025-10-02,2025-10-02,SUP009,MAT100036,WH03,598,332.25,198685.5,Delivered,0,Yes
PO4500000437,2026-02-28,2026-03-19,2026-03-20,SUP007,MAT100072,WH03,514,164.95,84784.3,Delivered,1,Yes
PO4500000438,2025-12-19,2026-01-01,2026-01-01,SUP010,MAT100085,WH01,161,770.22,124005.42,Delivered,0,Yes
PO4500000439,2025-06-15,2025-07-03,2025-07-04,SUP015,MAT100103,WH03,430,708.54,304672.2,Delivered,1,Yes
PO4500000440,2025-02-23,2025-03-28,2025-03-25,SUP022,MAT100061,WH03,113,741.81,83824.53,Delivered,0,Yes
PO4500000441,2025-09-27,2025-10-09,2025-10-06,SUP003,MAT100120,WH02,58,653.42,37898.36,Delivered,0,Yes
PO4500000442,2025-10-21,2025-10-30,2025-10-31,SUP017,MAT100105,WH01,78,851.42,66410.76,Delivered,1,Yes
PO4500000443,2025-01-11,2025-01-29,2025-01-30,SUP015,MAT100101,WH03,312,179.3,55941.6,Delivered,1,Yes
PO4500000444,2025-08-26,2025-09-27,2025-09-24,SUP023,MAT100001,WH01,388,219.13,85022.44,Delivered,0,Yes
PO4500000445,2026-02-14,2026-02-21,2026-02-21,SUP009,MAT100067,WH01,435,529.54,230349.9,Delivered,0,Yes
PO4500000446,2025-04-03,2025-04-15,2025-04-16,SUP003,MAT100105,WH02,376,315.99,118812.24,Delivered,1,Yes
PO4500000447,2026-04-11,2026-04-30,2026-05-01,SUP007,MAT100065,WH01,287,161.66,46396.42,Late,1,Yes
PO4500000448,2025-10-29,2025-11-07,2025-11-04,SUP017,MAT100113,WH03,545,861.25,469381.25,Delivered,0,Yes
PO4500000449,2025-09-14,2025-10-21,2025-10-21,SUP019,MAT100032,WH02,596,437.85,260958.6,Delivered,0,Yes
PO4500000450,2026-04-17,2026-05-05,2026-05-02,SUP015,MAT100009,WH02,513,109.06,55947.78,Delivered,0,Yes
PO4500000451,2025-08-24,2025-09-08,2025-09-08,SUP008,MAT100002,WH03,381,467.27,178029.87,Delivered,0,Yes
PO4500000452,2025-10-22,2025-11-06,2025-11-05,SUP008,MAT100023,WH02,97,501.32,48628.04,Delivered,0,Yes
PO4500000453,2025-10-03,2025-10-22,2025-10-20,SUP007,MAT100031,WH03,530,664.72,352301.6,Delivered,0,Yes
PO4500000454,2025-07-31,2025-08-07,2025-08-05,SUP009,MAT100014,WH01,384,144.62,55534.08,Delivered,0,Yes
PO4500000455,2026-05-20,2026-06-22,2026-06-23,SUP022,MAT100048,WH03,63,763.97,48130.11,Delivered,1,Yes
PO4500000456,2025-10-09,2025-11-15,2025-11-16,SUP019,MAT100097,WH03,306,361.1,110496.6,Delivered,1,Yes
PO4500000457,2026-03-10,2026-03-19,2026-03-20,SUP017,MAT100051,WH03,53,454.72,24100.16,Delivered,1,Yes
PO4500000458,2025-05-04,2025-05-22,2025-05-22,SUP015,MAT100002,WH03,343,621.84,213291.12,Delivered,0,Yes
PO4500000459,2025-04-14,2025-05-21,2025-05-22,SUP019,MAT100034,WH01,285,172.5,49162.5,Delivered,1,Yes
PO4500000460,2025-12-18,2026-01-21,2026-01-21,SUP020,MAT100090,WH02,454,193.43,87817.22,Delivered,0,Yes
PO4500000461,2025-10-14,2025-11-01,2025-11-02,SUP013,MAT100088,WH01,154,881.45,135743.3,Delivered,1,Yes
PO4500000462,2025-10-04,2025-10-07,2025-10-08,SUP024,MAT100026,WH01,462,771.4,356386.8,Delivered,1,Yes
PO4500000463,2025-06-03,2025-06-06,2025-06-03,SUP024,MAT100018,WH03,200,382.26,76452.0,Delivered,0,Yes
PO4500000464,2025-11-20,2025-11-23,2025-11-22,SUP024,MAT100073,WH01,276,508.11,140238.36,Delivered,0,Yes
PO4500000465,2025-06-17,2025-07-19,2025-07-18,SUP023,MAT100013,WH02,507,755.88,383231.16,Delivered,0,Yes
PO4500000466,2026-01-05,2026-01-12,2026-01-13,SUP009,MAT100053,WH01,283,313.01,88581.83,Delivered,1,Yes
PO4500000467,2025-07-23,2025-08-25,2025-08-26,SUP022,MAT100037,WH02,198,881.54,174544.92,Delivered,1,Yes
PO4500000468,2026-05-15,2026-05-24,2026-05-24,SUP017,MAT100037,WH02,100,346.06,34606.0,Delivered,0,Yes
PO4500000469,2025-06-21,2025-07-23,2025-07-22,SUP005,MAT100074,WH02,451,569.99,257065.49,Delivered,0,Yes
PO4500000470,2025-03-23,2025-04-04,2025-04-02,SUP003,MAT100038,WH03,341,288.61,98416.01,Delivered,0,Yes
PO4500000471,2026-02-09,2026-03-14,2026-03-14,SUP021,MAT100067,WH02,391,674.37,263678.67,Delivered,0,Yes
PO4500000472,2025-01-24,2025-02-06,2025-02-04,SUP006,MAT100090,WH03,277,846.69,234533.13,Delivered,0,Yes
PO4500000473,2026-02-11,2026-02-24,2026-02-21,SUP006,MAT100004,WH02,504,495.85,249908.4,Delivered,0,Yes
PO4500000474,2025-04-17,2025-04-29,2025-04-27,SUP003,MAT100114,WH02,106,591.08,62654.48,Delivered,0,Yes
PO4500000475,2025-10-18,2025-11-02,2025-10-31,SUP008,MAT100022,WH01,154,476.43,73370.22,Delivered,0,No
PO4500000476,2025-11-30,2025-12-09,2025-12-24,SUP012,MAT100071,WH02,573,841.7,482294.1,Late,15,Yes
PO4500000477,2025-07-01,2025-08-02,2025-08-02,SUP023,MAT100082,WH03,597,394.3,235397.1,Delivered,0,Yes
PO4500000478,2026-05-09,2026-05-18,2026-05-15,SUP012,MAT100053,WH02,472,280.54,132414.88,Delivered,0,Yes
PO4500000479,2025-01-01,2025-02-03,2025-02-01,SUP001,MAT100069,WH01,372,261.65,97333.8,Delivered,0,Yes
PO4500000480,2026-05-04,2026-05-14,2026-05-14,SUP016,MAT100102,WH01,319,539.32,172043.08,Delivered,0,Yes
PO4500000481,2026-02-26,2026-03-17,2026-03-31,SUP007,MAT100092,WH03,424,228.66,96951.84,Late,14,Yes
PO4500000482,2025-08-14,2025-09-01,2025-09-01,SUP013,MAT100103,WH03,265,467.37,123853.05,Delivered,0,Yes
PO4500000483,2025-10-06,2025-11-08,2025-11-09,SUP022,MAT100110,WH01,295,374.55,110492.25,Delivered,1,Yes
PO4500000484,2025-04-24,2025-05-07,2025-05-08,SUP010,MAT100080,WH02,483,248.56,120054.48,Delivered,1,Yes
PO4500000485,2025-06-05,2025-07-08,2025-07-09,SUP001,MAT100014,WH02,42,171.41,7199.22,Delivered,1,Yes
PO4500000486,2026-03-25,2026-04-26,2026-04-24,SUP023,MAT100064,WH01,112,139.86,15664.32,Delivered,0,Yes
PO4500000487,2026-05-26,2026-06-08,2026-06-23,SUP010,MAT100108,WH01,52,300.57,15629.64,Late,15,No
PO4500000488,2025-03-15,2025-04-02,2025-03-31,SUP013,MAT100033,WH02,216,806.65,174236.4,Delivered,0,Yes
PO4500000489,2025-09-12,2025-09-23,2025-09-23,SUP004,MAT100005,WH01,273,665.17,181591.41,Delivered,0,Yes
PO4500000490,2025-08-02,2025-08-13,2025-08-12,SUP004,MAT100094,WH01,350,146.96,51436.0,Delivered,0,Yes
PO4500000491,2025-05-06,2025-05-12,2025-05-11,SUP018,MAT100007,WH03,223,327.58,73050.34,Delivered,0,Yes
PO4500000492,2025-08-30,2025-09-10,2025-09-09,SUP004,MAT100036,WH03,35,154.79,5417.65,Delivered,0,Yes
PO4500000493,2025-01-10,2025-01-25,2025-02-10,SUP008,MAT100012,WH01,178,337.4,60057.2,Late,16,Yes
PO4500000494,2025-12-13,2025-12-25,2025-12-22,SUP003,MAT100020,WH03,81,323.19,26178.39,Delivered,0,Yes
PO4500000495,2025-05-09,2025-05-20,2025-05-19,SUP004,MAT100097,WH02,591,710.76,420059.16,Delivered,0,Yes
PO4500000496,2025-07-17,2025-08-04,2025-08-04,SUP015,MAT100033,WH01,386,653.34,252189.24,Delivered,0,Yes
PO4500000497,2025-10-29,2025-11-16,2025-11-16,SUP015,MAT100070,WH02,214,512.2,109610.8,Delivered,0,Yes
PO4500000498,2025-10-09,2025-10-27,2025-10-28,SUP015,MAT100068,WH01,587,148.51,87175.37,Delivered,1,Yes
PO4500000499,2026-01-11,2026-01-18,2026-01-19,SUP009,MAT100114,WH01,408,661.62,269940.96,Delivered,1,Yes
PO4500000500,2025-09-02,2025-09-11,2025-09-08,SUP012,MAT100025,WH03,571,738.05,421426.55,Delivered,0,Yes
PO4500000501,2025-06-07,2025-06-13,2025-06-12,SUP018,MAT100015,WH01,439,578.61,254009.79,Delivered,0,Yes
PO4500000502,2025-02-14,2025-02-26,2025-02-24,SUP003,MAT100026,WH01,202,786.78,158929.56,Delivered,0,Yes
PO4500000503,2025-02-02,2025-02-13,2025-02-13,SUP004,MAT100090,WH03,521,475.61,247792.81,Delivered,0,Yes
PO4500000504,2025-08-15,2025-08-24,2025-08-21,SUP012,MAT100027,WH03,33,837.54,27638.82,Delivered,0,Yes
PO4500000505,2026-04-25,2026-05-07,2026-05-04,SUP003,MAT100114,WH02,389,504.43,196223.27,Delivered,0,Yes
PO4500000506,2025-03-01,2025-04-02,2025-04-01,SUP023,MAT100010,WH02,561,41.38,23214.18,Delivered,0,Yes
PO4500000507,2025-04-10,2025-04-29,2025-04-27,SUP007,MAT100025,WH03,564,349.87,197326.68,Delivered,0,Yes
PO4500000508,2025-07-03,2025-08-09,2025-08-10,SUP019,MAT100099,WH03,445,672.77,299382.65,Delivered,1,Yes
PO4500000509,2026-04-15,2026-05-18,2026-05-18,SUP022,MAT100024,WH03,126,154.29,19440.54,Delivered,0,Yes
PO4500000510,2025-06-11,2025-07-11,2025-07-12,SUP011,MAT100116,WH02,473,840.5,397556.5,Delivered,1,Yes
PO4500000511,2026-01-16,2026-02-15,2026-02-15,SUP011,MAT100073,WH03,351,549.53,192885.03,Delivered,0,Yes
PO4500000512,2025-09-18,2025-09-24,2025-09-24,SUP018,MAT100001,WH03,478,864.04,413011.12,Delivered,0,No
PO4500000513,2025-01-17,2025-01-30,2025-01-29,SUP010,MAT100029,WH01,26,273.8,7118.8,Delivered,0,Yes
PO4500000514,2025-10-10,2025-11-12,2025-11-13,SUP001,MAT100074,WH01,589,515.75,303776.75,Delivered,1,Yes
PO4500000515,2025-12-31,2026-01-18,2026-01-17,SUP015,MAT100032,WH01,395,801.21,316477.95,Delivered,0,Yes
PO4500000516,2025-04-05,2025-04-18,2025-04-19,SUP010,MAT100093,WH02,242,662.17,160245.14,Delivered,1,Yes
PO4500000517,2026-05-15,2026-05-28,2026-06-01,SUP006,MAT100104,WH03,327,38.45,12573.15,Late,4,Yes
PO4500000518,2025-12-09,2025-12-23,2025-12-23,SUP002,MAT100016,WH01,446,837.57,373556.22,Delivered,0,Yes
PO4500000519,2025-01-12,2025-02-15,2025-02-15,SUP020,MAT100006,WH02,75,277.78,20833.5,Delivered,0,Yes
PO4500000520,2025-12-01,2026-01-02,2025-12-31,SUP005,MAT100094,WH02,176,50.22,8838.72,Delivered,0,Yes
PO4500000521,2026-06-01,2026-07-05,2026-07-05,SUP020,MAT100019,WH01,316,708.8,223980.8,Open,0,Yes
PO4500000522,2025-02-20,2025-03-02,2025-03-01,SUP016,MAT100056,WH03,107,361.68,38699.76,Delivered,0,Yes
PO4500000523,2026-05-08,2026-06-09,2026-06-09,SUP005,MAT100026,WH03,424,588.76,249634.24,Delivered,0,Yes
PO4500000524,2025-09-10,2025-09-13,2025-09-12,SUP024,MAT100119,WH03,460,294.45,135447.0,Delivered,0,Yes
PO4500000525,2026-02-28,2026-04-02,2026-04-01,SUP022,MAT100077,WH03,215,292.06,62792.9,Delivered,0,No
PO4500000526,2025-06-23,2025-07-06,2025-07-21,SUP010,MAT100119,WH01,169,399.21,67466.49,Late,15,Yes
PO4500000527,2025-06-09,2025-06-18,2025-06-15,SUP012,MAT100032,WH03,135,666.93,90035.55,Delivered,0,Yes
PO4500000528,2025-01-15,2025-01-28,2025-01-25,SUP010,MAT100003,WH02,332,407.81,135392.92,Delivered,0,Yes
PO4500000529,2025-08-05,2025-08-11,2025-08-12,SUP018,MAT100080,WH03,284,496.18,140915.12,Delivered,1,Yes
PO4500000530,2025-01-19,2025-02-20,2025-02-21,SUP023,MAT100008,WH02,64,233.63,14952.32,Delivered,1,Yes
PO4500000531,2025-10-05,2025-11-06,2025-11-03,SUP023,MAT100035,WH03,88,352.84,31049.92,Delivered,0,Yes
PO4500000532,2026-01-04,2026-02-06,2026-02-03,SUP022,MAT100084,WH02,319,781.33,249244.27,Delivered,0,Yes
PO4500000533,2026-06-05,2026-06-23,2026-06-27,SUP013,MAT100077,WH03,343,438.77,150498.11,Late,4,Yes
PO4500000534,2026-05-28,2026-06-16,2026-07-04,SUP007,MAT100119,WH03,42,40.58,1704.36,Open,18,Yes
PO4500000535,2026-02-07,2026-02-17,2026-02-14,SUP016,MAT100046,WH03,375,617.46,231547.5,Delivered,0,Yes
PO4500000536,2025-10-10,2025-10-19,2025-10-28,SUP017,MAT100105,WH01,416,801.91,333594.56,Late,9,Yes
PO4500000537,2025-08-19,2025-08-26,2025-08-26,SUP009,MAT100049,WH03,160,83.58,13372.8,Delivered,0,Yes
PO4500000538,2025-08-21,2025-09-24,2025-09-25,SUP020,MAT100040,WH03,176,386.69,68057.44,Delivered,1,Yes
PO4500000539,2025-05-15,2025-05-21,2025-05-19,SUP018,MAT100026,WH01,574,617.22,354284.28,Delivered,0,Yes
PO4500000540,2025-05-19,2025-06-20,2025-06-18,SUP023,MAT100041,WH01,598,825.82,493840.36,Delivered,0,Yes
PO4500000541,2025-05-02,2025-05-05,2025-05-03,SUP024,MAT100113,WH02,50,690.06,34503.0,Delivered,0,Yes
PO4500000542,2026-03-30,2026-04-12,2026-04-11,SUP010,MAT100014,WH01,175,702.3,122902.5,Delivered,0,Yes
PO4500000543,2025-10-01,2025-11-04,2025-11-05,SUP020,MAT100030,WH03,256,538.74,137917.44,Delivered,1,No
PO4500000544,2026-05-04,2026-05-16,2026-05-17,SUP003,MAT100048,WH01,500,642.26,321130.0,Delivered,1,Yes
PO4500000545,2026-05-01,2026-05-11,2026-05-09,SUP016,MAT100098,WH01,251,33.85,8496.35,Delivered,0,Yes
PO4500000546,2025-08-16,2025-08-27,2025-08-25,SUP014,MAT100119,WH02,229,64.19,14699.51,Delivered,0,Yes
PO4500000547,2025-11-29,2025-12-09,2025-12-17,SUP016,MAT100006,WH03,457,367.36,167883.52,Late,8,Yes
PO4500000548,2025-11-17,2025-12-05,2025-12-06,SUP013,MAT100113,WH03,569,475.08,270320.52,Delivered,1,Yes
PO4500000549,2025-04-22,2025-05-01,2025-04-28,SUP017,MAT100051,WH03,271,469.24,127164.04,Delivered,0,No
PO4500000550,2026-06-13,2026-07-01,2026-06-28,SUP013,MAT100051,WH02,214,265.61,56840.54,Delivered,0,Yes
PO4500000551,2026-04-18,2026-05-01,2026-04-30,SUP010,MAT100116,WH01,75,622.51,46688.25,Delivered,0,Yes
PO4500000552,2026-04-08,2026-05-11,2026-05-12,SUP021,MAT100075,WH03,135,165.9,22396.5,Delivered,1,Yes
PO4500000553,2026-02-28,2026-03-18,2026-03-15,SUP013,MAT100115,WH03,203,411.04,83441.12,Delivered,0,Yes
PO4500000554,2025-04-03,2025-04-21,2025-04-19,SUP015,MAT100091,WH02,146,86.62,12646.52,Delivered,0,Yes
PO4500000555,2026-01-29,2026-02-10,2026-02-11,SUP003,MAT100049,WH01,183,343.92,62937.36,Delivered,1,Yes
PO4500000556,2025-06-03,2025-07-03,2025-07-01,SUP011,MAT100007,WH02,203,693.4,140760.2,Delivered,0,Yes
PO4500000557,2026-04-02,2026-04-05,2026-04-03,SUP024,MAT100026,WH01,140,809.2,113288.0,Delivered,0,Yes
PO4500000558,2025-01-13,2025-01-20,2025-01-20,SUP009,MAT100078,WH02,576,727.67,419137.92,Delivered,0,Yes
PO4500000559,2026-05-03,2026-06-09,2026-06-09,SUP019,MAT100001,WH01,101,543.09,54852.09,Delivered,0,Yes
PO4500000560,2025-08-01,2025-08-08,2025-08-06,SUP009,MAT100005,WH01,76,589.68,44815.68,Delivered,0,Yes
PO4500000561,2025-11-02,2025-12-05,2025-12-02,SUP022,MAT100023,WH01,70,102.45,7171.5,Delivered,0,Yes
PO4500000562,2025-07-01,2025-08-04,2025-08-16,SUP020,MAT100039,WH02,56,88.35,4947.6,Late,12,Yes
PO4500000563,2025-03-11,2025-03-29,2025-03-30,SUP013,MAT100018,WH01,86,267.09,22969.74,Delivered,1,Yes
PO4500000564,2025-12-04,2025-12-11,2025-12-12,SUP009,MAT100079,WH01,234,627.77,146898.18,Delivered,1,Yes
PO4500000565,2025-03-31,2025-04-03,2025-04-04,SUP024,MAT100109,WH02,314,387.21,121583.94,Delivered,1,Yes
PO4500000566,2025-12-29,2026-02-04,2026-02-20,SUP019,MAT100064,WH02,552,657.62,363006.24,Late,16,Yes
PO4500000567,2025-08-27,2025-09-30,2025-09-28,SUP020,MAT100060,WH03,21,110.8,2326.8,Delivered,0,Yes
PO4500000568,2025-08-01,2025-08-04,2025-08-04,SUP024,MAT100045,WH03,443,45.72,20253.96,Delivered,0,Yes
PO4500000569,2025-01-12,2025-01-31,2025-01-30,SUP007,MAT100040,WH02,280,712.22,199421.6,Delivered,0,Yes
PO4500000570,2025-01-07,2025-02-06,2025-02-05,SUP011,MAT100073,WH03,369,359.46,132640.74,Delivered,0,Yes
PO4500000571,2025-07-18,2025-07-31,2025-07-30,SUP006,MAT100103,WH01,510,824.97,420734.7,Delivered,0,Yes
PO4500000572,2025-06-09,2025-06-19,2025-06-20,SUP016,MAT100105,WH02,363,418.91,152064.33,Delivered,1,Yes
PO4500000573,2025-11-03,2025-11-17,2025-11-16,SUP002,MAT100027,WH03,588,484.62,284956.56,Delivered,0,Yes
PO4500000574,2025-03-09,2025-03-18,2025-03-27,SUP012,MAT100049,WH03,51,308.54,15735.54,Late,9,Yes
PO4500000575,2026-02-03,2026-02-16,2026-02-13,SUP006,MAT100041,WH03,335,636.21,213130.35,Delivered,0,No
PO4500000576,2025-03-30,2025-04-10,2025-04-08,SUP014,MAT100039,WH01,400,409.46,163784.0,Delivered,0,Yes
PO4500000577,2025-04-25,2025-05-08,2025-05-05,SUP006,MAT100057,WH03,226,822.45,185873.7,Delivered,0,No
PO4500000578,2026-05-28,2026-06-07,2026-06-06,SUP016,MAT100068,WH02,515,660.53,340172.95,Delivered,0,Yes
PO4500000579,2025-04-11,2025-05-13,2025-05-14,SUP005,MAT100005,WH02,155,188.64,29239.2,Delivered,1,Yes
PO4500000580,2025-04-29,2025-05-08,2025-05-05,SUP017,MAT100114,WH01,109,303.29,33058.61,Delivered,0,Yes
PO4500000581,2025-11-16,2025-12-19,2025-12-18,SUP022,MAT100025,WH02,234,292.19,68372.46,Delivered,0,Yes
PO4500000582,2026-03-28,2026-04-27,2026-04-26,SUP011,MAT100015,WH01,172,145.96,25105.12,Delivered,0,Yes
PO4500000583,2026-06-11,2026-06-17,2026-06-18,SUP018,MAT100035,WH01,378,496.68,187745.04,Delivered,1,Yes
PO4500000584,2025-09-08,2025-09-21,2025-09-20,SUP010,MAT100007,WH01,366,488.82,178908.12,Delivered,0,No
PO4500000585,2025-02-21,2025-03-26,2025-03-23,SUP022,MAT100023,WH03,108,386.69,41762.52,Delivered,0,Yes
PO4500000586,2026-04-02,2026-05-09,2026-05-08,SUP019,MAT100092,WH03,360,736.61,265179.6,Delivered,0,Yes
PO4500000587,2026-04-22,2026-05-04,2026-05-01,SUP003,MAT100040,WH03,499,92.05,45932.95,Delivered,0,Yes
PO4500000588,2026-04-27,2026-05-15,2026-05-13,SUP015,MAT100079,WH02,167,775.68,129538.56,Delivered,0,Yes
PO4500000589,2025-07-07,2025-07-25,2025-07-24,SUP013,MAT100004,WH01,352,410.69,144562.88,Delivered,0,Yes
PO4500000590,2026-05-06,2026-05-15,2026-05-13,SUP012,MAT100078,WH03,309,692.31,213923.79,Delivered,0,Yes
PO4500000591,2026-02-20,2026-03-03,2026-02-28,SUP004,MAT100010,WH02,353,502.75,177470.75,Delivered,0,Yes
PO4500000592,2026-02-28,2026-03-18,2026-03-16,SUP013,MAT100062,WH02,581,147.32,85592.92,Delivered,0,Yes
PO4500000593,2026-03-18,2026-04-06,2026-04-20,SUP007,MAT100070,WH03,600,709.66,425796.0,Late,14,Yes
PO4500000594,2025-03-21,2025-04-23,2025-04-24,SUP022,MAT100077,WH02,518,107.32,55591.76,Delivered,1,Yes
PO4500000595,2026-04-01,2026-04-12,2026-04-12,SUP004,MAT100088,WH03,91,540.44,49180.04,Delivered,0,Yes
PO4500000596,2025-12-02,2025-12-20,2025-12-17,SUP013,MAT100018,WH03,112,199.76,22373.12,Delivered,0,Yes
PO4500000597,2025-01-01,2025-02-03,2025-02-01,SUP021,MAT100050,WH03,483,480.47,232067.01,Delivered,0,Yes
PO4500000598,2025-07-30,2025-08-18,2025-08-17,SUP007,MAT100117,WH03,326,515.4,168020.4,Delivered,0,Yes
PO4500000599,2025-12-19,2025-12-30,2025-12-31,SUP014,MAT100017,WH02,542,366.76,198783.92,Late,1,Yes
PO4500000600,2025-02-24,2025-03-02,2025-03-03,SUP018,MAT100037,WH01,387,103.18,39930.66,Delivered,1,Yes
PO4500000601,2026-02-08,2026-03-12,2026-03-12,SUP023,MAT100070,WH01,435,346.5,150727.5,Delivered,0,Yes
PO4500000602,2025-05-23,2025-06-02,2025-06-02,SUP016,MAT100020,WH02,388,756.77,293626.76,Delivered,0,Yes
PO4500000603,2025-05-09,2025-06-11,2025-06-08,SUP022,MAT100114,WH02,36,133.88,4819.68,Delivered,0,Yes
PO4500000604,2025-03-28,2025-04-29,2025-04-29,SUP005,MAT100090,WH03,486,804.76,391113.36,Delivered,0,Yes
PO4500000605,2025-07-04,2025-08-07,2025-08-07,SUP020,MAT100050,WH02,585,738.96,432291.6,Delivered,0,Yes
PO4500000606,2025-01-08,2025-01-19,2025-01-17,SUP014,MAT100119,WH03,533,245.98,131107.34,Delivered,0,Yes
PO4500000607,2025-02-08,2025-02-22,2025-02-21,SUP002,MAT100089,WH01,135,524.34,70785.9,Delivered,0,Yes
PO4500000608,2025-10-14,2025-10-17,2025-10-14,SUP024,MAT100012,WH01,555,801.47,444815.85,Delivered,0,Yes
PO4500000609,2025-03-21,2025-03-24,2025-03-25,SUP024,MAT100116,WH02,339,553.67,187694.13,Delivered,1,Yes
PO4500000610,2026-04-26,2026-05-29,2026-05-29,SUP001,MAT100103,WH02,359,381.81,137069.79,Delivered,0,Yes
PO4500000611,2025-11-08,2025-11-22,2025-11-23,SUP002,MAT100061,WH03,286,59.97,17151.42,Delivered,1,Yes
PO4500000612,2025-10-26,2025-11-09,2025-11-10,SUP002,MAT100011,WH01,47,261.7,12299.9,Delivered,1,Yes
PO4500000613,2025-09-16,2025-09-23,2025-09-22,SUP009,MAT100002,WH03,301,772.78,232606.78,Delivered,0,Yes
PO4500000614,2025-06-04,2025-06-17,2025-06-16,SUP006,MAT100090,WH01,199,238.82,47525.18,Delivered,0,Yes
PO4500000615,2025-02-03,2025-02-12,2025-02-09,SUP017,MAT100106,WH01,168,538.01,90385.68,Delivered,0,Yes
PO4500000616,2026-01-28,2026-02-08,2026-02-08,SUP014,MAT100094,WH02,191,193.72,37000.52,Delivered,0,No
PO4500000617,2025-04-29,2025-05-06,2025-05-06,SUP009,MAT100061,WH03,428,431.23,184566.44,Delivered,0,Yes
PO4500000618,2025-08-28,2025-09-03,2025-09-03,SUP018,MAT100068,WH02,505,240.05,121225.25,Delivered,0,No
PO4500000619,2026-01-27,2026-02-14,2026-02-15,SUP015,MAT100069,WH03,62,92.14,5712.68,Delivered,1,Yes
PO4500000620,2025-10-07,2025-10-18,2025-10-17,SUP014,MAT100075,WH02,120,233.53,28023.6,Delivered,0,Yes
PO4500000621,2025-09-05,2025-10-08,2025-10-09,SUP022,MAT100087,WH03,219,470.36,103008.84,Delivered,1,Yes
PO4500000622,2025-01-11,2025-02-10,2025-02-07,SUP011,MAT100068,WH01,32,373.07,11938.24,Delivered,0,Yes
PO4500000623,2025-08-13,2025-08-22,2025-08-21,SUP012,MAT100080,WH01,217,35.47,7696.99,Delivered,0,No
PO4500000624,2025-08-11,2025-09-14,2025-09-18,SUP020,MAT100078,WH01,142,82.32,11689.44,Late,4,Yes
PO4500000625,2025-07-09,2025-08-11,2025-08-09,SUP021,MAT100085,WH01,279,268.64,74950.56,Delivered,0,Yes
PO4500000626,2026-03-14,2026-03-21,2026-03-20,SUP009,MAT100010,WH02,283,149.96,42438.68,Delivered,0,Yes
PO4500000627,2026-02-02,2026-02-20,2026-02-17,SUP013,MAT100034,WH01,284,860.27,244316.68,Delivered,0,Yes
PO4500000628,2025-07-25,2025-08-04,2025-08-02,SUP016,MAT100070,WH02,523,102.05,53372.15,Delivered,0,Yes
PO4500000629,2025-04-19,2025-05-22,2025-05-21,SUP021,MAT100010,WH03,125,36.2,4525.0,Delivered,0,Yes
PO4500000630,2025-01-20,2025-02-07,2025-02-05,SUP015,MAT100086,WH02,20,839.94,16798.8,Delivered,0,Yes
PO4500000631,2025-12-04,2026-01-05,2026-01-06,SUP023,MAT100099,WH02,23,466.27,10724.21,Delivered,1,Yes
PO4500000632,2025-03-13,2025-03-31,2025-03-28,SUP013,MAT100105,WH02,413,858.97,354754.61,Delivered,0,Yes
PO4500000633,2026-01-03,2026-01-09,2026-01-08,SUP018,MAT100083,WH01,430,54.4,23392.0,Delivered,0,Yes
PO4500000634,2025-03-24,2025-04-23,2025-04-22,SUP011,MAT100006,WH02,227,163.07,37016.89,Delivered,0,Yes
PO4500000635,2026-02-04,2026-02-17,2026-03-01,SUP010,MAT100081,WH02,518,80.95,41932.1,Late,12,Yes
PO4500000636,2025-02-06,2025-03-10,2025-03-11,SUP005,MAT100009,WH03,264,442.86,116915.04,Delivered,1,Yes
PO4500000637,2026-04-06,2026-04-16,2026-04-17,SUP016,MAT100044,WH03,57,308.66,17593.62,Late,1,No
PO4500000638,2025-08-05,2025-08-16,2025-08-17,SUP004,MAT100112,WH03,489,846.38,413879.82,Delivered,1,Yes
PO4500000639,2025-08-27,2025-10-03,2025-10-05,SUP019,MAT100003,WH02,164,442.56,72579.84,Late,2,Yes
PO4500000640,2025-02-16,2025-03-22,2025-03-20,SUP020,MAT100007,WH02,34,159.16,5411.44,Delivered,0,Yes
PO4500000641,2026-04-13,2026-04-24,2026-04-25,SUP004,MAT100014,WH01,85,736.93,62639.05,Delivered,1,Yes
PO4500000642,2025-08-14,2025-09-17,2025-09-15,SUP020,MAT100107,WH03,456,306.92,139955.52,Delivered,0,Yes
PO4500000643,2025-05-04,2025-06-03,2025-06-21,SUP011,MAT100102,WH01,160,292.82,46851.2,Late,18,Yes
