ExceptionID,ExceptionDate,Process,ExceptionType,Severity,ReferenceID,Description,Status
EXC000507,2025-02-21,Delivery,OTIF Failure,High,DLV800000260,Delivery failed on-time-in-full requirement,Open
EXC000508,2026-06-19,Delivery,OTIF Failure,Medium,DLV800000261,Delivery failed on-time-in-full requirement,Open
EXC000509,2025-05-09,Delivery,OTIF Failure,Medium,DLV800000263,Delivery failed on-time-in-full requirement,Open
EXC000510,2025-06-16,Delivery,OTIF Failure,High,DLV800000266,Delivery failed on-time-in-full requirement,Open
EXC000511,2026-01-04,Delivery,OTIF Failure,Medium,DLV800000269,Delivery failed on-time-in-full requirement,Open
EXC000512,2025-02-13,Delivery,OTIF Failure,Medium,DLV800000271,Delivery failed on-time-in-full requirement,Open
EXC000513,2025-01-16,Delivery,OTIF Failure,Medium,DLV800000275,Delivery failed on-time-in-full requirement,Open
EXC000514,2026-02-09,Delivery,OTIF Failure,Medium,DLV800000276,Delivery failed on-time-in-full requirement,Open
EXC000515,2026-03-23,Delivery,OTIF Failure,High,DLV800000277,Delivery failed on-time-in-full requirement,Open
EXC000516,2025-07-21,Delivery,OTIF Failure,High,DLV800000278,Delivery failed on-time-in-full requirement,Open
EXC000517,2025-05-27,Delivery,OTIF Failure,High,DLV800000279,Delivery failed on-time-in-full requirement,Open
EXC000518,2025-04-14,Delivery,OTIF Failure,High,DLV800000280,Delivery failed on-time-in-full requirement,Open
EXC000519,2025-10-02,Delivery,OTIF Failure,Medium,DLV800000283,Delivery failed on-time-in-full requirement,Open
EXC000520,2025-05-11,Delivery,OTIF Failure,High,DLV800000290,Delivery failed on-time-in-full requirement,Open
EXC000521,2026-04-02,Delivery,OTIF Failure,Medium,DLV800000293,Delivery failed on-time-in-full requirement,Open
EXC000522,2025-02-18,Delivery,OTIF Failure,Medium,DLV800000294,Delivery failed on-time-in-full requirement,Open
EXC000523,2025-02-21,Delivery,OTIF Failure,Medium,DLV800000300,Delivery failed on-time-in-full requirement,Open
EXC000524,2025-07-15,Delivery,OTIF Failure,High,DLV800000302,Delivery failed on-time-in-full requirement,Open
EXC000525,2025-11-02,Delivery,OTIF Failure,High,DLV800000304,Delivery failed on-time-in-full requirement,Open
EXC000526,2025-09-10,Delivery,OTIF Failure,Medium,DLV800000306,Delivery failed on-time-in-full requirement,Open
EXC000527,2025-11-09,Delivery,OTIF Failure,Medium,DLV800000307,Delivery failed on-time-in-full requirement,Open
EXC000528,2025-08-24,Delivery,OTIF Failure,Medium,DLV800000308,Delivery failed on-time-in-full requirement,Open
EXC000529,2025-06-29,Delivery,OTIF Failure,Medium,DLV800000309,Delivery failed on-time-in-full requirement,Open
EXC000530,2026-01-26,Delivery,OTIF Failure,High,DLV800000310,Delivery failed on-time-in-full requirement,Open
EXC000531,2025-06-13,Delivery,OTIF Failure,Medium,DLV800000311,Delivery failed on-time-in-full requirement,Open
EXC000532,2026-03-18,Delivery,OTIF Failure,Medium,DLV800000312,Delivery failed on-time-in-full requirement,Open
EXC000533,2025-07-10,Delivery,OTIF Failure,Medium,DLV800000313,Delivery failed on-time-in-full requirement,Open
EXC000534,2025-08-06,Delivery,OTIF Failure,High,DLV800000314,Delivery failed on-time-in-full requirement,Open
EXC000535,2025-05-08,Delivery,OTIF Failure,Medium,DLV800000315,Delivery failed on-time-in-full requirement,Open
EXC000536,2026-05-29,Delivery,OTIF Failure,Medium,DLV800000324,Delivery failed on-time-in-full requirement,Open
EXC000537,2025-04-25,Delivery,OTIF Failure,High,DLV800000325,Delivery failed on-time-in-full requirement,Open
EXC000538,2026-02-27,Delivery,OTIF Failure,Medium,DLV800000326,Delivery failed on-time-in-full requirement,Open
EXC000539,2026-01-01,Delivery,OTIF Failure,Medium,DLV800000328,Delivery failed on-time-in-full requirement,Open
EXC000540,2026-04-16,Delivery,OTIF Failure,Medium,DLV800000339,Delivery failed on-time-in-full requirement,Open
EXC000541,2026-03-01,Delivery,OTIF Failure,Medium,DLV800000340,Delivery failed on-time-in-full requirement,Open
EXC000542,2026-05-14,Delivery,OTIF Failure,Medium,DLV800000343,Delivery failed on-time-in-full requirement,Open
EXC000543,2025-02-13,Delivery,OTIF Failure,Medium,DLV800000344,Delivery failed on-time-in-full requirement,Open
EXC000544,2025-11-23,Delivery,OTIF Failure,Medium,DLV800000353,Delivery failed on-time-in-full requirement,Open
EXC000545,2025-11-01,Delivery,OTIF Failure,Medium,DLV800000354,Delivery failed on-time-in-full requirement,Open
EXC000546,2025-06-08,Delivery,OTIF Failure,High,DLV800000356,Delivery failed on-time-in-full requirement,Open
EXC000547,2026-03-05,Delivery,OTIF Failure,Medium,DLV800000357,Delivery failed on-time-in-full requirement,Open
EXC000548,2026-05-13,Delivery,OTIF Failure,High,DLV800000359,Delivery failed on-time-in-full requirement,Open
EXC000549,2025-07-05,Delivery,OTIF Failure,Medium,DLV800000360,Delivery failed on-time-in-full requirement,Open
EXC000550,2026-04-04,Delivery,OTIF Failure,Medium,DLV800000362,Delivery failed on-time-in-full requirement,Open
EXC000551,2025-01-22,Delivery,OTIF Failure,Medium,DLV800000363,Delivery failed on-time-in-full requirement,Open
EXC000552,2026-04-11,Delivery,OTIF Failure,Medium,DLV800000368,Delivery failed on-time-in-full requirement,Open
EXC000553,2025-08-18,Delivery,OTIF Failure,Medium,DLV800000374,Delivery failed on-time-in-full requirement,Open
EXC000554,2026-05-03,Delivery,OTIF Failure,Medium,DLV800000375,Delivery failed on-time-in-full requirement,Open
EXC000555,2026-04-15,Delivery,OTIF Failure,Medium,DLV800000376,Delivery failed on-time-in-full requirement,Open
EXC000556,2026-06-02,Delivery,OTIF Failure,Medium,DLV800000377,Delivery failed on-time-in-full requirement,Open
EXC000557,2025-05-02,Delivery,OTIF Failure,Medium,DLV800000379,Delivery failed on-time-in-full requirement,Open
EXC000558,2025-09-01,Delivery,OTIF Failure,Medium,DLV800000381,Delivery failed on-time-in-full requirement,Open
EXC000559,2025-12-19,Delivery,OTIF Failure,Medium,DLV800000386,Delivery failed on-time-in-full requirement,Open
EXC000560,2025-05-24,Delivery,OTIF Failure,High,DLV800000387,Delivery failed on-time-in-full requirement,Open
EXC000561,2025-02-01,Delivery,OTIF Failure,Medium,DLV800000388,Delivery failed on-time-in-full requirement,Open
EXC000562,2025-02-28,Delivery,OTIF Failure,Medium,DLV800000390,Delivery failed on-time-in-full requirement,Open
EXC000563,2026-06-10,Delivery,OTIF Failure,Medium,DLV800000397,Delivery failed on-time-in-full requirement,Open
EXC000564,2025-03-07,Delivery,OTIF Failure,Medium,DLV800000398,Delivery failed on-time-in-full requirement,Open
EXC000565,2025-04-21,Delivery,OTIF Failure,Medium,DLV800000399,Delivery failed on-time-in-full requirement,Open
EXC000566,2026-02-17,Delivery,OTIF Failure,High,DLV800000400,Delivery failed on-time-in-full requirement,Open
EXC000567,2025-12-16,Delivery,OTIF Failure,Medium,DLV800000401,Delivery failed on-time-in-full requirement,Open
EXC000568,2026-06-12,Delivery,OTIF Failure,Medium,DLV800000403,Delivery failed on-time-in-full requirement,Open
EXC000569,2025-12-23,Delivery,OTIF Failure,Medium,DLV800000404,Delivery failed on-time-in-full requirement,Open
EXC000570,2025-11-04,Delivery,OTIF Failure,Medium,DLV800000405,Delivery failed on-time-in-full requirement,Open
EXC000571,2025-04-28,Delivery,OTIF Failure,Medium,DLV800000407,Delivery failed on-time-in-full requirement,Open
EXC000572,2025-11-03,Delivery,OTIF Failure,Medium,DLV800000412,Delivery failed on-time-in-full requirement,Open
EXC000573,2025-03-23,Delivery,OTIF Failure,Medium,DLV800000413,Delivery failed on-time-in-full requirement,Open
EXC000574,2026-01-23,Delivery,OTIF Failure,Medium,DLV800000417,Delivery failed on-time-in-full requirement,Open
EXC000575,2025-12-04,Delivery,OTIF Failure,Medium,DLV800000422,Delivery failed on-time-in-full requirement,Open
EXC000576,2026-04-03,Delivery,OTIF Failure,High,DLV800000424,Delivery failed on-time-in-full requirement,Open
EXC000577,2025-04-27,Delivery,OTIF Failure,Medium,DLV800000425,Delivery failed on-time-in-full requirement,Open
EXC000578,2026-02-11,Delivery,OTIF Failure,High,DLV800000429,Delivery failed on-time-in-full requirement,Open
EXC000579,2025-12-11,Delivery,OTIF Failure,Medium,DLV800000432,Delivery failed on-time-in-full requirement,Open
EXC000580,2026-04-30,Delivery,OTIF Failure,Medium,DLV800000435,Delivery failed on-time-in-full requirement,Open
EXC000581,2025-01-19,Delivery,OTIF Failure,Medium,DLV800000438,Delivery failed on-time-in-full requirement,Open
EXC000582,2026-01-03,Delivery,OTIF Failure,Medium,DLV800000440,Delivery failed on-time-in-full requirement,Open
EXC000583,2026-04-21,Delivery,OTIF Failure,Medium,DLV800000442,Delivery failed on-time-in-full requirement,Open
EXC000584,2026-02-17,Delivery,OTIF Failure,Medium,DLV800000447,Delivery failed on-time-in-full requirement,Open
EXC000585,2025-11-17,Delivery,OTIF Failure,High,DLV800000452,Delivery failed on-time-in-full requirement,Open
EXC000586,2025-10-24,Delivery,OTIF Failure,Medium,DLV800000455,Delivery failed on-time-in-full requirement,Open
EXC000587,2025-12-07,Delivery,OTIF Failure,Medium,DLV800000457,Delivery failed on-time-in-full requirement,Open
EXC000588,2025-02-02,Delivery,OTIF Failure,Medium,DLV800000458,Delivery failed on-time-in-full requirement,Open
EXC000589,2026-02-19,Delivery,OTIF Failure,High,DLV800000464,Delivery failed on-time-in-full requirement,Open
EXC000590,2026-05-13,Delivery,OTIF Failure,High,DLV800000466,Delivery failed on-time-in-full requirement,Open
EXC000591,2025-04-25,Delivery,OTIF Failure,Medium,DLV800000467,Delivery failed on-time-in-full requirement,Open
EXC000592,2026-05-25,Delivery,OTIF Failure,Medium,DLV800000474,Delivery failed on-time-in-full requirement,Open
EXC000593,2025-12-31,Delivery,OTIF Failure,Medium,DLV800000475,Delivery failed on-time-in-full requirement,Open
EXC000594,2025-01-11,Delivery,OTIF Failure,Medium,DLV800000476,Delivery failed on-time-in-full requirement,Open
EXC000595,2025-01-05,Delivery,OTIF Failure,Medium,DLV800000477,Delivery failed on-time-in-full requirement,Open
EXC000596,2025-08-22,Delivery,OTIF Failure,Medium,DLV800000479,Delivery failed on-time-in-full requirement,Open
EXC000597,2025-05-06,Delivery,OTIF Failure,Medium,DLV800000481,Delivery failed on-time-in-full requirement,Open
EXC000598,2026-01-14,Delivery,OTIF Failure,High,DLV800000486,Delivery failed on-time-in-full requirement,Open
EXC000599,2025-05-19,Delivery,OTIF Failure,Medium,DLV800000489,Delivery failed on-time-in-full requirement,Open
EXC000600,2025-11-06,Delivery,OTIF Failure,Medium,DLV800000493,Delivery failed on-time-in-full requirement,Open
EXC000601,2025-03-15,Delivery,OTIF Failure,High,DLV800000495,Delivery failed on-time-in-full requirement,Open
EXC000602,2026-03-11,Delivery,OTIF Failure,High,DLV800000498,Delivery failed on-time-in-full requirement,Open
EXC000603,2025-03-02,Delivery,OTIF Failure,Medium,DLV800000499,Delivery failed on-time-in-full requirement,Open
EXC000604,2025-09-24,Delivery,OTIF Failure,Medium,DLV800000500,Delivery failed on-time-in-full requirement,Open
EXC000605,2025-04-18,Delivery,OTIF Failure,Medium,DLV800000503,Delivery failed on-time-in-full requirement,Open
EXC000606,2025-01-20,Delivery,OTIF Failure,High,DLV800000504,Delivery failed on-time-in-full requirement,Open
EXC000607,2025-06-30,Delivery,OTIF Failure,High,DLV800000510,Delivery failed on-time-in-full requirement,Open
EXC000608,2025-10-03,Delivery,OTIF Failure,Medium,DLV800000518,Delivery failed on-time-in-full requirement,Open
EXC000609,2025-04-14,Delivery,OTIF Failure,Medium,DLV800000519,Delivery failed on-time-in-full requirement,Open
EXC000610,2025-04-17,Delivery,OTIF Failure,Medium,DLV800000520,Delivery failed on-time-in-full requirement,Open
EXC000611,2025-05-21,Delivery,OTIF Failure,Medium,DLV800000521,Delivery failed on-time-in-full requirement,Open
EXC000612,2025-01-09,Delivery,OTIF Failure,Medium,DLV800000524,Delivery failed on-time-in-full requirement,Open
EXC000613,2025-11-05,Delivery,OTIF Failure,Medium,DLV800000529,Delivery failed on-time-in-full requirement,Open
EXC000614,2025-03-31,Delivery,OTIF Failure,Medium,DLV800000530,Delivery failed on-time-in-full requirement,Open
EXC000615,2025-04-10,Delivery,OTIF Failure,High,DLV800000533,Delivery failed on-time-in-full requirement,Open
EXC000616,2025-12-16,Delivery,OTIF Failure,Medium,DLV800000539,Delivery failed on-time-in-full requirement,Open
EXC000617,2025-05-07,Delivery,OTIF Failure,High,DLV800000550,Delivery failed on-time-in-full requirement,Open
EXC000618,2026-04-09,Delivery,OTIF Failure,Medium,DLV800000551,Delivery failed on-time-in-full requirement,Open
EXC000619,2025-07-29,Delivery,OTIF Failure,Medium,DLV800000556,Delivery failed on-time-in-full requirement,Open
EXC000620,2026-05-31,Delivery,OTIF Failure,Medium,DLV800000560,Delivery failed on-time-in-full requirement,Open
EXC000621,2025-09-19,Delivery,OTIF Failure,High,DLV800000561,Delivery failed on-time-in-full requirement,Open
EXC000622,2025-06-04,Delivery,OTIF Failure,Medium,DLV800000563,Delivery failed on-time-in-full requirement,Open
EXC000623,2025-05-03,Delivery,OTIF Failure,High,DLV800000565,Delivery failed on-time-in-full requirement,Open
EXC000624,2025-07-09,Delivery,OTIF Failure,Medium,DLV800000567,Delivery failed on-time-in-full requirement,Open
EXC000625,2025-10-20,Delivery,OTIF Failure,High,DLV800000571,Delivery failed on-time-in-full requirement,Open
EXC000626,2025-09-13,Delivery,OTIF Failure,Medium,DLV800000572,Delivery failed on-time-in-full requirement,Open
EXC000627,2026-02-02,Delivery,OTIF Failure,Medium,DLV800000574,Delivery failed on-time-in-full requirement,Open
EXC000628,2026-02-15,Delivery,OTIF Failure,Medium,DLV800000576,Delivery failed on-time-in-full requirement,Open
EXC000629,2026-04-28,Delivery,OTIF Failure,Medium,DLV800000580,Delivery failed on-time-in-full requirement,Open
EXC000630,2025-04-22,Delivery,OTIF Failure,High,DLV800000582,Delivery failed on-time-in-full requirement,Open
EXC000631,2026-05-22,Delivery,OTIF Failure,Medium,DLV800000588,Delivery failed on-time-in-full requirement,Open
EXC000632,2026-04-09,Delivery,OTIF Failure,Medium,DLV800000591,Delivery failed on-time-in-full requirement,Open
EXC000633,2025-01-26,Delivery,OTIF Failure,Medium,DLV800000593,Delivery failed on-time-in-full requirement,Open
EXC000634,2026-03-20,Delivery,OTIF Failure,Medium,DLV800000596,Delivery failed on-time-in-full requirement,Open
EXC000635,2026-02-25,Delivery,OTIF Failure,High,DLV800000601,Delivery failed on-time-in-full requirement,Open
EXC000636,2025-02-24,Delivery,OTIF Failure,Medium,DLV800000603,Delivery failed on-time-in-full requirement,Open
EXC000637,2025-07-12,Delivery,OTIF Failure,Medium,DLV800000606,Delivery failed on-time-in-full requirement,Open
EXC000638,2025-10-08,Delivery,OTIF Failure,Medium,DLV800000607,Delivery failed on-time-in-full requirement,Open
EXC000639,2025-01-18,Delivery,OTIF Failure,Medium,DLV800000608,Delivery failed on-time-in-full requirement,Open
EXC000640,2026-03-08,Delivery,OTIF Failure,Medium,DLV800000610,Delivery failed on-time-in-full requirement,Open
EXC000641,2025-11-05,Delivery,OTIF Failure,Medium,DLV800000615,Delivery failed on-time-in-full requirement,Open
EXC000642,2025-05-18,Delivery,OTIF Failure,Medium,DLV800000618,Delivery failed on-time-in-full requirement,Open
EXC000643,2025-08-16,Delivery,OTIF Failure,Medium,DLV800000623,Delivery failed on-time-in-full requirement,Open
EXC000644,2026-02-20,Delivery,OTIF Failure,Medium,DLV800000628,Delivery failed on-time-in-full requirement,Open
EXC000645,2025-03-17,Delivery,OTIF Failure,Medium,DLV800000632,Delivery failed on-time-in-full requirement,Open
EXC000646,2025-05-13,Delivery,OTIF Failure,Medium,DLV800000634,Delivery failed on-time-in-full requirement,Open
EXC000647,2025-09-20,Delivery,OTIF Failure,Medium,DLV800000635,Delivery failed on-time-in-full requirement,Open
EXC000648,2026-04-01,Delivery,OTIF Failure,Medium,DLV800000636,Delivery failed on-time-in-full requirement,Open
EXC000649,2025-11-24,Delivery,OTIF Failure,Medium,DLV800000638,Delivery failed on-time-in-full requirement,Open
EXC000650,2025-06-26,Delivery,OTIF Failure,Medium,DLV800000639,Delivery failed on-time-in-full requirement,Open
EXC000651,2025-03-01,Delivery,OTIF Failure,Medium,DLV800000640,Delivery failed on-time-in-full requirement,Open
EXC000652,2026-03-21,Delivery,OTIF Failure,Medium,DLV800000644,Delivery failed on-time-in-full requirement,Open
EXC000653,2026-06-07,Delivery,OTIF Failure,Medium,DLV800000646,Delivery failed on-time-in-full requirement,Open
EXC000654,2025-10-21,Delivery,OTIF Failure,High,DLV800000656,Delivery failed on-time-in-full requirement,Open
EXC000655,2025-02-11,Delivery,OTIF Failure,Medium,DLV800000657,Delivery failed on-time-in-full requirement,Open
EXC000656,2025-08-05,Delivery,OTIF Failure,Medium,DLV800000658,Delivery failed on-time-in-full requirement,Open
EXC000657,2026-06-09,Delivery,OTIF Failure,Medium,DLV800000662,Delivery failed on-time-in-full requirement,Open
EXC000658,2025-07-16,Delivery,OTIF Failure,Medium,DLV800000663,Delivery failed on-time-in-full requirement,Open
EXC000659,2025-11-01,Delivery,OTIF Failure,High,DLV800000668,Delivery failed on-time-in-full requirement,Open
EXC000660,2026-02-07,Delivery,OTIF Failure,High,DLV800000672,Delivery failed on-time-in-full requirement,Open
EXC000661,2025-03-26,Delivery,OTIF Failure,Medium,DLV800000673,Delivery failed on-time-in-full requirement,Open
EXC000662,2026-04-17,Delivery,OTIF Failure,Medium,DLV800000677,Delivery failed on-time-in-full requirement,Open
EXC000663,2025-01-28,Delivery,OTIF Failure,Medium,DLV800000680,Delivery failed on-time-in-full requirement,Open
EXC000664,2025-12-04,Delivery,OTIF Failure,High,DLV800000683,Delivery failed on-time-in-full requirement,Open
EXC000665,2025-07-08,Delivery,OTIF Failure,High,DLV800000684,Delivery failed on-time-in-full requirement,Open
EXC000666,2025-11-21,Delivery,OTIF Failure,Medium,DLV800000686,Delivery failed on-time-in-full requirement,Open
EXC000667,2025-09-15,Delivery,OTIF Failure,Medium,DLV800000688,Delivery failed on-time-in-full requirement,Open
EXC000668,2025-07-24,Delivery,OTIF Failure,Medium,DLV800000690,Delivery failed on-time-in-full requirement,Open
EXC000669,2026-05-30,Delivery,OTIF Failure,Medium,DLV800000691,Delivery failed on-time-in-full requirement,Open
EXC000670,2025-09-19,Delivery,OTIF Failure,Medium,DLV800000696,Delivery failed on-time-in-full requirement,Open
EXC000671,2026-03-16,Delivery,OTIF Failure,Medium,DLV800000697,Delivery failed on-time-in-full requirement,Open
EXC000672,2025-06-08,Delivery,OTIF Failure,Medium,DLV800000702,Delivery failed on-time-in-full requirement,Open
EXC000673,2025-01-06,Delivery,OTIF Failure,Medium,DLV800000706,Delivery failed on-time-in-full requirement,Open
EXC000674,2026-02-25,Delivery,OTIF Failure,Medium,DLV800000710,Delivery failed on-time-in-full requirement,Open
EXC000675,2025-01-11,Delivery,OTIF Failure,Medium,DLV800000714,Delivery failed on-time-in-full requirement,Open
EXC000676,2025-05-03,Delivery,OTIF Failure,Medium,DLV800000715,Delivery failed on-time-in-full requirement,Open
EXC000677,2025-04-20,Delivery,OTIF Failure,High,DLV800000717,Delivery failed on-time-in-full requirement,Open
EXC000678,2025-05-04,Delivery,OTIF Failure,Medium,DLV800000719,Delivery failed on-time-in-full requirement,Open
EXC000679,2025-08-13,Delivery,OTIF Failure,Medium,DLV800000722,Delivery failed on-time-in-full requirement,Open
EXC000680,2025-08-23,Delivery,OTIF Failure,High,DLV800000727,Delivery failed on-time-in-full requirement,Open
EXC000681,2025-04-17,Delivery,OTIF Failure,Medium,DLV800000728,Delivery failed on-time-in-full requirement,Open
EXC000682,2025-09-27,Delivery,OTIF Failure,Medium,DLV800000735,Delivery failed on-time-in-full requirement,Open
EXC000683,2026-04-05,Delivery,OTIF Failure,High,DLV800000737,Delivery failed on-time-in-full requirement,Open
EXC000684,2026-01-04,Delivery,OTIF Failure,Medium,DLV800000739,Delivery failed on-time-in-full requirement,Open
EXC000685,2025-04-04,Delivery,OTIF Failure,Medium,DLV800000747,Delivery failed on-time-in-full requirement,Open
EXC000686,2026-01-04,Delivery,OTIF Failure,Medium,DLV800000748,Delivery failed on-time-in-full requirement,Open
EXC000687,2026-01-18,Delivery,OTIF Failure,High,DLV800000752,Delivery failed on-time-in-full requirement,Open
EXC000688,2025-09-05,Delivery,OTIF Failure,High,DLV800000753,Delivery failed on-time-in-full requirement,Open
EXC000689,2025-11-26,Delivery,OTIF Failure,Medium,DLV800000756,Delivery failed on-time-in-full requirement,Open
EXC000690,2026-03-30,Delivery,OTIF Failure,Medium,DLV800000757,Delivery failed on-time-in-full requirement,Open
EXC000691,2025-03-17,Delivery,OTIF Failure,Medium,DLV800000760,Delivery failed on-time-in-full requirement,Open
EXC000692,2025-12-29,Delivery,OTIF Failure,Medium,DLV800000762,Delivery failed on-time-in-full requirement,Open
EXC000693,2026-03-29,Delivery,OTIF Failure,Medium,DLV800000764,Delivery failed on-time-in-full requirement,Open
EXC000694,2025-11-22,Delivery,OTIF Failure,High,DLV800000765,Delivery failed on-time-in-full requirement,Open
EXC000695,2025-05-11,Delivery,OTIF Failure,Medium,DLV800000766,Delivery failed on-time-in-full requirement,Open
EXC000696,2026-04-19,Delivery,OTIF Failure,Medium,DLV800000768,Delivery failed on-time-in-full requirement,Open
EXC000697,2025-06-14,Delivery,OTIF Failure,High,DLV800000770,Delivery failed on-time-in-full requirement,Open
EXC000698,2025-08-14,Delivery,OTIF Failure,Medium,DLV800000771,Delivery failed on-time-in-full requirement,Open
EXC000699,2025-02-20,Delivery,OTIF Failure,Medium,DLV800000776,Delivery failed on-time-in-full requirement,Open
EXC000700,2025-04-21,Delivery,OTIF Failure,Medium,DLV800000780,Delivery failed on-time-in-full requirement,Open
EXC000701,2026-06-18,Delivery,OTIF Failure,Medium,DLV800000781,Delivery failed on-time-in-full requirement,Open
EXC000702,2026-06-07,Delivery,OTIF Failure,Medium,DLV800000783,Delivery failed on-time-in-full requirement,Open
EXC000703,2025-10-03,Delivery,OTIF Failure,Medium,DLV800000784,Delivery failed on-time-in-full requirement,Open
EXC000704,2026-06-22,Delivery,OTIF Failure,High,DLV800000786,Delivery failed on-time-in-full requirement,Open
EXC000705,2025-05-04,Delivery,OTIF Failure,High,DLV800000788,Delivery failed on-time-in-full requirement,Open
EXC000706,2026-05-13,Delivery,OTIF Failure,Medium,DLV800000790,Delivery failed on-time-in-full requirement,Open
EXC000707,2026-01-10,Delivery,OTIF Failure,Medium,DLV800000791,Delivery failed on-time-in-full requirement,Open
EXC000708,2025-08-29,Delivery,OTIF Failure,Medium,DLV800000792,Delivery failed on-time-in-full requirement,Open
EXC000709,2026-01-06,Delivery,OTIF Failure,Medium,DLV800000794,Delivery failed on-time-in-full requirement,Open
EXC000710,2025-04-09,Delivery,OTIF Failure,Medium,DLV800000795,Delivery failed on-time-in-full requirement,Open
EXC000711,2026-02-06,Delivery,OTIF Failure,Medium,DLV800000800,Delivery failed on-time-in-full requirement,Open
EXC000712,2025-05-02,Delivery,OTIF Failure,High,DLV800000801,Delivery failed on-time-in-full requirement,Open
EXC000713,2025-01-05,Delivery,OTIF Failure,Medium,DLV800000803,Delivery failed on-time-in-full requirement,Open
EXC000714,2026-03-28,Delivery,OTIF Failure,High,DLV800000807,Delivery failed on-time-in-full requirement,Open
EXC000715,2026-03-10,Delivery,OTIF Failure,Medium,DLV800000808,Delivery failed on-time-in-full requirement,Open
EXC000716,2025-04-12,Delivery,OTIF Failure,Medium,DLV800000809,Delivery failed on-time-in-full requirement,Open
EXC000717,2026-02-12,Delivery,OTIF Failure,Medium,DLV800000810,Delivery failed on-time-in-full requirement,Open
EXC000718,2025-02-01,Delivery,OTIF Failure,High,DLV800000813,Delivery failed on-time-in-full requirement,Open
EXC000719,2026-02-01,Delivery,OTIF Failure,Medium,DLV800000814,Delivery failed on-time-in-full requirement,Open
EXC000720,2025-07-13,Delivery,OTIF Failure,High,DLV800000816,Delivery failed on-time-in-full requirement,Open
EXC000721,2025-12-22,Delivery,OTIF Failure,High,DLV800000818,Delivery failed on-time-in-full requirement,Open
EXC000722,2026-05-02,Delivery,OTIF Failure,High,DLV800000820,Delivery failed on-time-in-full requirement,Open
EXC000723,2026-05-24,Delivery,OTIF Failure,Medium,DLV800000821,Delivery failed on-time-in-full requirement,Open
EXC000724,2025-03-10,Delivery,OTIF Failure,Medium,DLV800000822,Delivery failed on-time-in-full requirement,Open
EXC000725,2026-02-06,Delivery,OTIF Failure,Medium,DLV800000824,Delivery failed on-time-in-full requirement,Open
EXC000726,2025-06-21,Delivery,OTIF Failure,Medium,DLV800000831,Delivery failed on-time-in-full requirement,Open
EXC000727,2026-03-28,Delivery,OTIF Failure,High,DLV800000837,Delivery failed on-time-in-full requirement,Open
EXC000728,2025-04-17,Delivery,OTIF Failure,High,DLV800000838,Delivery failed on-time-in-full requirement,Open
EXC000729,2025-04-29,Delivery,OTIF Failure,Medium,DLV800000843,Delivery failed on-time-in-full requirement,Open
EXC000730,2025-03-28,Delivery,OTIF Failure,Medium,DLV800000844,Delivery failed on-time-in-full requirement,Open
EXC000731,2026-02-11,Delivery,OTIF Failure,Medium,DLV800000848,Delivery failed on-time-in-full requirement,Open
EXC000732,2025-07-22,Delivery,OTIF Failure,Medium,DLV800000851,Delivery failed on-time-in-full requirement,Open
EXC000733,2025-04-06,Delivery,OTIF Failure,High,DLV800000852,Delivery failed on-time-in-full requirement,Open
EXC000734,2026-05-27,Delivery,OTIF Failure,Medium,DLV800000856,Delivery failed on-time-in-full requirement,Open
EXC000735,2026-02-16,Delivery,OTIF Failure,Medium,DLV800000857,Delivery failed on-time-in-full requirement,Open
EXC000736,2026-05-06,Delivery,OTIF Failure,Medium,DLV800000858,Delivery failed on-time-in-full requirement,Open
EXC000737,2025-11-07,Delivery,OTIF Failure,Medium,DLV800000859,Delivery failed on-time-in-full requirement,Open
EXC000738,2025-05-30,Delivery,OTIF Failure,Medium,DLV800000864,Delivery failed on-time-in-full requirement,Open
EXC000739,2026-04-04,Delivery,OTIF Failure,Medium,DLV800000865,Delivery failed on-time-in-full requirement,Open
EXC000740,2026-05-05,Delivery,OTIF Failure,Medium,DLV800000866,Delivery failed on-time-in-full requirement,Open
EXC000741,2026-03-02,Delivery,OTIF Failure,High,DLV800000867,Delivery failed on-time-in-full requirement,Open
EXC000742,2025-08-31,Delivery,OTIF Failure,Medium,DLV800000873,Delivery failed on-time-in-full requirement,Open
EXC000743,2025-12-13,Delivery,OTIF Failure,Medium,DLV800000877,Delivery failed on-time-in-full requirement,Open
EXC000744,2026-05-05,Delivery,OTIF Failure,High,DLV800000879,Delivery failed on-time-in-full requirement,Open
EXC000745,2025-06-29,Delivery,OTIF Failure,Medium,DLV800000886,Delivery failed on-time-in-full requirement,Open
EXC000746,2025-11-09,Delivery,OTIF Failure,Medium,DLV800000888,Delivery failed on-time-in-full requirement,Open
EXC000747,2025-08-25,Delivery,OTIF Failure,Medium,DLV800000889,Delivery failed on-time-in-full requirement,Open
EXC000748,2026-03-15,Delivery,OTIF Failure,Medium,DLV800000892,Delivery failed on-time-in-full requirement,Open
EXC000749,2026-04-14,Delivery,OTIF Failure,Medium,DLV800000893,Delivery failed on-time-in-full requirement,Open
EXC000750,2026-02-17,Delivery,OTIF Failure,Medium,DLV800000894,Delivery failed on-time-in-full requirement,Open
EXC000751,2026-04-05,Delivery,OTIF Failure,Medium,DLV800000896,Delivery failed on-time-in-full requirement,Open
EXC000752,2025-12-07,Delivery,OTIF Failure,High,DLV800000898,Delivery failed on-time-in-full requirement,Open
