ShipmentID,DeliveryID,ShipmentDate,CarrierID,CountryID,Incoterm,TransportMode,DistanceKm,WeightKg,Pallets,TransitDays,FreightCostEUR,SellerPaysFreight,OnTimeDelivery,Route
SHP900000426,DLV800000426,2025-06-22,CAR05,FI,EXW,Air,250,81.0,1,1,0.0,No,Yes,FI-FI
SHP900000427,DLV800000427,2026-05-17,CAR01,SE,EXW,Road,650,2617.5,4,1,0.0,No,Yes,FI-SE
SHP900000428,DLV800000428,2026-05-05,CAR02,IT,EXW,Road,2900,226.3,1,4,0.0,No,Yes,FI-IT
SHP900000429,DLV800000429,2026-02-01,CAR08,IT,FCA,Sea,2900,6943.2,11,16,0.0,No,No,FI-IT
SHP900000430,DLV800000430,2025-09-27,CAR03,NO,FCA,Road,900,277.1,1,1,0.0,No,Yes,FI-NO
SHP900000431,DLV800000431,2026-01-24,CAR07,IT,EXW,Sea,2900,4580.0,12,9,0.0,No,Yes,FI-IT
SHP900000432,DLV800000432,2025-12-08,CAR01,NO,EXW,Road,900,2882.6,5,2,0.0,No,No,FI-NO
SHP900000433,DLV800000433,2026-04-28,CAR01,FI,FCA,Road,250,6688.5,12,1,0.0,No,Yes,FI-FI
SHP900000434,DLV800000434,2025-08-05,CAR01,FI,CIP,Road,250,681.9,2,1,384.98,Yes,Yes,FI-FI
SHP900000435,DLV800000435,2026-04-28,CAR01,ES,DAP,Road,3500,2234.0,3,6,2592.31,Yes,No,FI-ES
SHP900000436,DLV800000436,2026-05-22,CAR07,CN,DDP,Sea,7700,2165.6,4,26,3582.02,Yes,Yes,FI-CN
SHP900000437,DLV800000437,2025-10-26,CAR04,NO,CIP,Road,900,2416.0,6,1,955.32,Yes,Yes,FI-NO
SHP900000438,DLV800000438,2025-01-13,CAR03,SE,DDP,Road,650,187.5,1,2,498.62,Yes,No,FI-SE
SHP900000439,DLV800000439,2025-08-17,CAR06,US,CPT,Air,7200,5049.8,14,4,25087.84,Yes,Yes,FI-US
SHP900000440,DLV800000440,2025-12-29,CAR05,NO,DAP,Air,900,4681.9,10,1,6225.39,Yes,Yes,FI-NO
SHP900000441,DLV800000441,2026-03-12,CAR02,ES,FCA,Road,3500,1809.4,3,5,0.0,No,Yes,FI-ES
SHP900000442,DLV800000442,2026-04-16,CAR07,IT,FCA,Sea,2900,1834.0,3,10,0.0,No,No,FI-IT
SHP900000443,DLV800000443,2025-03-27,CAR08,DK,DAP,Sea,1000,940.5,2,5,440.3,Yes,Yes,FI-DK
SHP900000444,DLV800000444,2025-05-09,CAR04,PL,CPT,Road,1450,1914.8,3,2,990.87,Yes,Yes,FI-PL
SHP900000445,DLV800000445,2026-02-22,CAR02,NO,FCA,Road,900,489.4,1,1,0.0,No,Yes,FI-NO
SHP900000446,DLV800000446,2025-05-31,CAR08,CN,DAP,Sea,7700,43.8,1,26,2953.17,Yes,Yes,FI-CN
SHP900000447,DLV800000447,2026-02-13,CAR04,PL,DAP,Road,1450,5383.8,10,2,1378.26,Yes,Yes,FI-PL
SHP900000448,DLV800000448,2025-01-02,CAR02,DE,CPT,Road,1650,1091.3,3,3,1262.63,Yes,Yes,FI-DE
SHP900000449,DLV800000449,2026-04-11,CAR08,DK,CIP,Sea,1000,3817.0,6,5,644.34,Yes,Yes,FI-DK
SHP900000450,DLV800000450,2025-09-18,CAR07,IT,CPT,Sea,2900,3619.9,6,9,1309.31,Yes,Yes,FI-IT
SHP900000451,DLV800000451,2025-09-04,CAR02,SE,CIP,Road,650,4645.2,9,1,1013.48,Yes,Yes,FI-SE
SHP900000452,DLV800000452,2025-11-11,CAR06,DE,CPT,Air,1650,113.9,1,5,4513.68,Yes,No,FI-DE
SHP900000453,DLV800000453,2025-01-27,CAR05,DK,FCA,Air,1000,6046.7,12,1,0.0,No,Yes,FI-DK
SHP900000454,DLV800000454,2025-05-19,CAR01,NO,EXW,Road,900,4830.4,12,1,0.0,No,Yes,FI-NO
SHP900000455,DLV800000455,2025-10-22,CAR04,NO,CPT,Road,900,3493.3,6,2,1206.59,Yes,No,FI-NO
SHP900000456,DLV800000456,2026-01-01,CAR04,FR,DAP,Road,2400,88.7,1,4,1547.71,Yes,Yes,FI-FR
SHP900000457,DLV800000457,2025-12-05,CAR03,IT,CIP,Road,2900,6822.6,14,5,2169.53,Yes,No,FI-IT
SHP900000458,DLV800000458,2025-02-01,CAR07,US,FCA,Sea,7200,404.9,1,24,0.0,No,Yes,FI-US
SHP900000459,DLV800000459,2025-01-30,CAR03,DK,CPT,Road,1000,5153.0,8,2,1287.75,Yes,Yes,FI-DK
SHP900000460,DLV800000460,2025-09-23,CAR02,NL,FCA,Road,1850,1594.0,3,3,0.0,No,Yes,FI-NL
SHP900000461,DLV800000461,2025-02-14,CAR05,CN,CPT,Air,7700,2119.9,3,4,17813.52,Yes,Yes,FI-CN
SHP900000462,DLV800000462,2025-01-05,CAR02,ES,CPT,Road,3500,1667.1,3,5,2239.78,Yes,Yes,FI-ES
SHP900000463,DLV800000463,2025-06-14,CAR07,FR,CPT,Sea,2400,3187.9,9,9,1169.49,Yes,Yes,FI-FR
SHP900000464,DLV800000464,2026-02-12,CAR07,PL,DDP,Sea,1450,6190.6,13,10,1123.51,Yes,No,FI-PL
SHP900000465,DLV800000465,2025-10-24,CAR05,IT,DAP,Air,2900,1477.6,4,1,8468.34,Yes,Yes,FI-IT
SHP900000466,DLV800000466,2026-05-07,CAR05,SE,CPT,Air,650,2174.0,5,4,3311.9,Yes,No,FI-SE
SHP900000467,DLV800000467,2025-04-22,CAR07,CN,DAP,Sea,7700,1170.5,3,27,3287.24,Yes,No,FI-CN
SHP900000468,DLV800000468,2025-10-08,CAR07,FI,CPT,Sea,250,3466.6,8,5,456.44,Yes,Yes,FI-FI
SHP900000469,DLV800000469,2024-12-30,CAR03,IT,CPT,Road,2900,3518.1,5,4,2419.71,Yes,Yes,FI-IT
SHP900000470,DLV800000470,2025-10-06,CAR02,CN,DAP,Road,7700,2450.8,6,12,4115.68,Yes,Yes,FI-CN
SHP900000471,DLV800000471,2026-01-12,CAR03,FI,EXW,Road,250,6046.4,15,1,0.0,No,Yes,FI-FI
SHP900000472,DLV800000472,2026-03-10,CAR01,PL,CPT,Road,1450,4503.8,9,2,1266.24,Yes,Yes,FI-PL
SHP900000473,DLV800000473,2025-07-25,CAR04,FI,EXW,Road,250,6570.4,16,1,0.0,No,Yes,FI-FI
SHP900000474,DLV800000474,2026-05-23,CAR02,FR,FCA,Road,2400,761.6,1,5,0.0,No,No,FI-FR
SHP900000475,DLV800000475,2025-12-25,CAR03,PL,DAP,Road,1450,2015.7,3,3,1174.84,Yes,No,FI-PL
SHP900000476,DLV800000476,2025-01-09,CAR06,IT,DAP,Air,2900,4952.0,14,2,12188.48,Yes,No,FI-IT
SHP900000477,DLV800000477,2024-12-31,CAR08,IT,CPT,Sea,2900,3291.6,5,10,1216.55,Yes,No,FI-IT
SHP900000478,DLV800000478,2026-04-25,CAR02,FI,CIP,Road,250,4447.2,9,1,805.72,Yes,Yes,FI-FI
SHP900000479,DLV800000479,2025-08-20,CAR04,SE,CPT,Road,650,1299.0,3,2,541.68,Yes,No,FI-SE
SHP900000480,DLV800000480,2026-04-17,CAR06,CN,DDP,Air,7700,1383.3,2,4,18811.54,Yes,Yes,FI-CN
SHP900000481,DLV800000481,2025-05-01,CAR03,PL,FCA,Road,1450,2486.3,5,3,0.0,No,No,FI-PL
SHP900000482,DLV800000482,2026-03-27,CAR08,PL,EXW,Sea,1450,4888.0,7,5,0.0,No,Yes,FI-PL
SHP900000483,DLV800000483,2025-04-25,CAR02,NO,FCA,Road,900,1546.6,3,1,0.0,No,Yes,FI-NO
SHP900000484,DLV800000484,2025-06-07,CAR05,US,DDP,Air,7200,984.6,2,4,17994.18,Yes,Yes,FI-US
SHP900000485,DLV800000485,2025-11-04,CAR04,SE,EXW,Road,650,1057.1,2,1,0.0,No,Yes,FI-SE
SHP900000486,DLV800000486,2026-01-04,CAR07,SE,CPT,Sea,650,4684.2,7,10,778.37,Yes,No,FI-SE
SHP900000487,DLV800000487,2025-04-05,CAR05,DK,CPT,Air,1000,5387.9,13,1,6084.12,Yes,Yes,FI-DK
SHP900000488,DLV800000488,2025-05-03,CAR07,ES,DAP,Sea,3500,983.6,2,11,1640.83,Yes,Yes,FI-ES
SHP900000489,DLV800000489,2025-05-16,CAR06,FR,DAP,Air,2400,1108.7,2,2,7601.26,Yes,No,FI-FR
SHP900000490,DLV800000490,2026-01-27,CAR08,US,CPT,Sea,7200,5408.8,11,24,3110.47,Yes,Yes,FI-US
SHP900000491,DLV800000491,2026-03-28,CAR01,NO,FCA,Road,900,2550.7,4,1,0.0,No,Yes,FI-NO
SHP900000492,DLV800000492,2025-08-20,CAR08,US,DAP,Sea,7200,6851.5,13,24,3574.24,Yes,Yes,FI-US
SHP900000493,DLV800000493,2025-10-31,CAR05,FR,DAP,Air,2400,3951.5,8,2,9644.9,Yes,No,FI-FR
SHP900000494,DLV800000494,2026-04-05,CAR07,PL,DDP,Sea,1450,978.7,2,5,781.91,Yes,Yes,FI-PL
SHP900000495,DLV800000495,2025-03-09,CAR04,US,FCA,Road,7200,2940.5,7,15,0.0,No,No,FI-US
SHP900000496,DLV800000496,2026-03-13,CAR03,ES,FCA,Road,3500,5587.4,11,5,0.0,No,Yes,FI-ES
SHP900000497,DLV800000497,2025-08-26,CAR07,IT,CIP,Sea,2900,2447.6,7,9,1349.65,Yes,Yes,FI-IT
SHP900000498,DLV800000498,2026-03-04,CAR03,ES,CPT,Road,3500,5442.3,12,11,2937.22,Yes,No,FI-ES
SHP900000499,DLV800000499,2025-02-25,CAR06,CN,CIP,Air,7700,1136.7,2,5,21329.89,Yes,No,FI-CN
SHP900000500,DLV800000500,2025-09-21,CAR04,FI,DAP,Road,250,3204.4,8,2,559.12,Yes,No,FI-FI
SHP900000501,DLV800000501,2025-05-27,CAR03,NO,DAP,Road,900,2998.7,8,1,996.42,Yes,Yes,FI-NO
SHP900000502,DLV800000502,2025-10-27,CAR03,PL,EXW,Road,1450,2846.9,5,2,0.0,No,Yes,FI-PL
SHP900000503,DLV800000503,2025-04-13,CAR06,FI,EXW,Air,250,1334.6,2,2,0.0,No,No,FI-FI
SHP900000504,DLV800000504,2025-01-14,CAR07,CN,DDP,Sea,7700,5806.9,16,31,3419.07,Yes,No,FI-CN
SHP900000505,DLV800000505,2025-01-18,CAR08,SE,CPT,Sea,650,6220.6,11,5,938.37,Yes,Yes,FI-SE
SHP900000506,DLV800000506,2026-02-24,CAR04,DE,FCA,Road,1650,6045.3,12,3,0.0,No,Yes,FI-DE
SHP900000507,DLV800000507,2026-03-18,CAR05,ES,DAP,Air,3500,5197.8,8,2,11574.38,Yes,Yes,FI-ES
SHP900000508,DLV800000508,2025-11-28,CAR03,FI,DAP,Road,250,1131.3,2,1,359.07,Yes,Yes,FI-FI
SHP900000509,DLV800000509,2025-04-27,CAR03,SE,DAP,Road,650,444.7,1,1,584.74,Yes,Yes,FI-SE
SHP900000510,DLV800000510,2025-06-21,CAR07,FR,CIP,Sea,2400,1875.5,3,14,1142.07,Yes,No,FI-FR
SHP900000511,DLV800000511,2026-05-28,CAR08,FI,CIP,Sea,250,5930.0,17,5,545.26,Yes,Yes,FI-FI
SHP900000512,DLV800000512,2025-06-20,CAR02,FI,CPT,Road,250,6178.4,14,1,860.46,Yes,Yes,FI-FI
SHP900000513,DLV800000513,2025-06-25,CAR01,DE,CIP,Road,1650,1735.4,5,3,1116.98,Yes,Yes,FI-DE
SHP900000514,DLV800000514,2025-03-01,CAR06,NL,CPT,Air,1850,4790.2,13,1,8856.35,Yes,Yes,FI-NL
SHP900000515,DLV800000515,2025-07-28,CAR05,ES,CIP,Air,3500,2777.0,7,2,10695.28,Yes,Yes,FI-ES
SHP900000516,DLV800000516,2025-08-24,CAR01,FI,FCA,Road,250,431.0,1,1,0.0,No,Yes,FI-FI
SHP900000517,DLV800000517,2025-05-17,CAR07,ES,CPT,Sea,3500,3234.7,6,11,1498.13,Yes,Yes,FI-ES
SHP900000518,DLV800000518,2025-10-01,CAR01,SE,FCA,Road,650,4114.1,10,2,0.0,No,No,FI-SE
SHP900000519,DLV800000519,2025-04-09,CAR02,FR,DAP,Road,2400,3330.0,8,5,2112.9,Yes,No,FI-FR
SHP900000520,DLV800000520,2025-04-14,CAR07,US,CPT,Sea,7200,214.4,1,25,2416.31,Yes,No,FI-US
SHP900000521,DLV800000521,2025-05-18,CAR05,CN,CPT,Air,7700,2501.7,5,4,19792.42,Yes,Yes,FI-CN
SHP900000522,DLV800000522,2025-04-15,CAR03,CN,FCA,Road,7700,3243.1,8,12,0.0,No,Yes,FI-CN
SHP900000523,DLV800000523,2025-09-13,CAR03,FR,CPT,Road,2400,4409.1,8,4,2156.44,Yes,Yes,FI-FR
SHP900000524,DLV800000524,2025-01-05,CAR02,IT,CIP,Road,2900,5811.7,14,5,2226.99,Yes,No,FI-IT
SHP900000525,DLV800000525,2026-03-14,CAR03,DK,CPT,Road,1000,4668.6,7,2,1164.08,Yes,Yes,FI-DK
SHP900000526,DLV800000526,2025-12-29,CAR06,IT,CIP,Air,2900,970.8,2,1,7057.36,Yes,Yes,FI-IT
SHP900000527,DLV800000527,2025-05-04,CAR05,IT,CPT,Air,2900,6128.0,10,1,9681.96,Yes,Yes,FI-IT
SHP900000528,DLV800000528,2025-06-10,CAR07,ES,FCA,Sea,3500,2488.1,4,11,0.0,No,Yes,FI-ES
SHP900000529,DLV800000529,2025-10-31,CAR07,US,CPT,Sea,7200,4533.4,12,25,3549.67,Yes,No,FI-US
SHP900000530,DLV800000530,2025-03-28,CAR04,NO,DAP,Road,900,4596.2,9,1,1331.05,Yes,Yes,FI-NO
SHP900000531,DLV800000531,2026-02-12,CAR01,FR,FCA,Road,2400,1383.6,4,4,0.0,No,Yes,FI-FR
SHP900000532,DLV800000532,2025-08-21,CAR01,DE,EXW,Road,1650,3785.0,9,3,0.0,No,Yes,FI-DE
SHP900000533,DLV800000533,2025-04-05,CAR05,NO,DAP,Air,900,2956.5,8,5,4517.22,Yes,No,FI-NO
SHP900000534,DLV800000534,2025-11-21,CAR08,FR,CIP,Sea,2400,3333.8,7,9,1070.97,Yes,Yes,FI-FR
SHP900000535,DLV800000535,2025-12-28,CAR04,DE,DAP,Road,1650,2982.9,6,3,1384.01,Yes,Yes,FI-DE
SHP900000536,DLV800000536,2025-07-28,CAR04,NO,CPT,Road,900,1835.1,3,1,992.02,Yes,Yes,FI-NO
SHP900000537,DLV800000537,2025-04-08,CAR03,DE,DDP,Road,1650,1275.4,2,3,1373.17,Yes,Yes,FI-DE
SHP900000538,DLV800000538,2026-03-06,CAR06,IT,CPT,Air,2900,6823.5,11,1,13203.73,Yes,Yes,FI-IT
SHP900000539,DLV800000539,2025-12-14,CAR08,SE,FCA,Sea,650,4349.5,8,6,0.0,No,No,FI-SE
SHP900000540,DLV800000540,2025-02-10,CAR05,NO,CPT,Air,900,572.1,1,1,2850.8,Yes,Yes,FI-NO
SHP900000541,DLV800000541,2025-07-16,CAR07,NL,DAP,Sea,1850,2531.8,6,7,972.1,Yes,Yes,FI-NL
SHP900000542,DLV800000542,2025-05-17,CAR04,CN,CIP,Road,7700,3624.6,6,12,4517.77,Yes,Yes,FI-CN
SHP900000543,DLV800000543,2024-12-30,CAR01,US,DDP,Road,7200,6606.9,16,11,4808.43,Yes,Yes,FI-US
SHP900000544,DLV800000544,2025-01-16,CAR04,DE,CPT,Road,1650,3008.6,7,3,1591.61,Yes,Yes,FI-DE
SHP900000545,DLV800000545,2025-10-26,CAR07,US,DAP,Sea,7200,5102.4,13,24,3395.72,Yes,Yes,FI-US
SHP900000546,DLV800000546,2025-09-16,CAR06,US,DDP,Air,7200,2846.8,4,4,23189.58,Yes,Yes,FI-US
SHP900000547,DLV800000547,2025-03-26,CAR06,SE,CPT,Air,650,1193.6,2,1,2385.14,Yes,Yes,FI-SE
SHP900000548,DLV800000548,2026-04-06,CAR05,IT,CPT,Air,2900,261.9,1,1,7306.94,Yes,Yes,FI-IT
SHP900000549,DLV800000549,2026-03-07,CAR08,DK,FCA,Sea,1000,4671.1,13,5,0.0,No,Yes,FI-DK
SHP900000550,DLV800000550,2025-04-29,CAR08,PL,DAP,Sea,1450,6381.2,11,8,1227.19,Yes,No,FI-PL
SHP900000551,DLV800000551,2026-04-03,CAR01,ES,DAP,Road,3500,4743.5,7,6,2264.81,Yes,No,FI-ES
SHP900000552,DLV800000552,2025-07-26,CAR04,FR,CIP,Road,2400,5298.9,8,4,1781.98,Yes,Yes,FI-FR
SHP900000553,DLV800000553,2025-11-01,CAR06,NL,DAP,Air,1850,5999.4,12,1,9152.94,Yes,Yes,FI-NL
SHP900000554,DLV800000554,2026-03-29,CAR07,SE,CPT,Sea,650,2833.5,7,5,624.82,Yes,Yes,FI-SE
SHP900000555,DLV800000555,2025-06-26,CAR01,US,CIP,Road,7200,6515.5,12,11,5088.66,Yes,Yes,FI-US
SHP900000556,DLV800000556,2025-07-26,CAR06,PL,DDP,Air,1450,4286.9,10,2,6801.68,Yes,No,FI-PL
SHP900000557,DLV800000557,2025-08-28,CAR01,NO,FCA,Road,900,4855.5,12,1,0.0,No,Yes,FI-NO
SHP900000558,DLV800000558,2026-01-20,CAR07,NL,CPT,Sea,1850,1831.5,3,7,800.05,Yes,Yes,FI-NL
SHP900000559,DLV800000559,2026-06-06,CAR04,DE,CIP,Road,1650,4757.7,8,3,1619.31,Yes,Yes,FI-DE
SHP900000560,DLV800000560,2026-05-29,CAR02,IT,CPT,Road,2900,823.9,1,5,1876.8,Yes,No,FI-IT
SHP900000561,DLV800000561,2025-09-11,CAR02,FI,FCA,Road,250,1422.0,3,4,0.0,No,No,FI-FI
SHP900000562,DLV800000562,2025-06-05,CAR02,FI,CPT,Road,250,3606.8,7,1,711.82,Yes,Yes,FI-FI
SHP900000563,DLV800000563,2025-05-29,CAR08,SE,EXW,Sea,650,5835.5,9,6,0.0,No,No,FI-SE
SHP900000564,DLV800000564,2025-01-16,CAR01,NL,CIP,Road,1850,4430.5,12,3,1663.54,Yes,Yes,FI-NL
SHP900000565,DLV800000565,2025-04-21,CAR07,FI,DAP,Sea,250,2761.6,8,12,329.8,Yes,No,FI-FI
SHP900000566,DLV800000566,2025-04-29,CAR01,NO,FCA,Road,900,1985.9,5,1,0.0,No,Yes,FI-NO
SHP900000567,DLV800000567,2025-07-05,CAR07,ES,CIP,Sea,3500,5232.3,8,12,2042.55,Yes,No,FI-ES
SHP900000568,DLV800000568,2026-01-16,CAR05,NO,EXW,Air,900,6699.1,13,1,0.0,No,Yes,FI-NO
SHP900000569,DLV800000569,2025-09-25,CAR01,DK,EXW,Road,1000,35.4,1,2,0.0,No,Yes,FI-DK
SHP900000570,DLV800000570,2025-05-14,CAR04,DE,CPT,Road,1650,3523.6,9,3,1503.23,Yes,Yes,FI-DE
SHP900000571,DLV800000571,2025-10-12,CAR06,FR,DAP,Air,2400,3841.1,10,8,9888.63,Yes,No,FI-FR
SHP900000572,DLV800000572,2025-09-07,CAR08,ES,DDP,Sea,3500,1638.8,5,12,1444.15,Yes,No,FI-ES
SHP900000573,DLV800000573,2025-03-15,CAR07,FR,CPT,Sea,2400,6338.4,16,9,1241.12,Yes,Yes,FI-FR
SHP900000574,DLV800000574,2026-01-30,CAR03,DE,CIP,Road,1650,2936.2,8,4,1391.98,Yes,No,FI-DE
SHP900000575,DLV800000575,2025-12-16,CAR07,ES,FCA,Sea,3500,3850.7,9,11,0.0,No,Yes,FI-ES
SHP900000576,DLV800000576,2026-02-09,CAR08,IT,DAP,Sea,2900,116.1,1,10,1055.46,Yes,No,FI-IT
SHP900000577,DLV800000577,2025-09-10,CAR01,NO,CPT,Road,900,1351.5,2,1,683.63,Yes,Yes,FI-NO
SHP900000578,DLV800000578,2025-01-04,CAR07,NO,EXW,Sea,900,6511.7,16,5,0.0,No,Yes,FI-NO
SHP900000579,DLV800000579,2025-11-07,CAR02,ES,DDP,Road,3500,146.3,1,5,2168.2,Yes,Yes,FI-ES
SHP900000580,DLV800000580,2026-04-25,CAR03,NL,DDP,Road,1850,2100.9,3,4,1505.63,Yes,No,FI-NL
SHP900000581,DLV800000581,2025-01-09,CAR03,CN,CPT,Road,7700,5826.6,16,12,5945.6,Yes,Yes,FI-CN
SHP900000582,DLV800000582,2025-04-10,CAR07,PL,CIP,Sea,1450,6450.9,9,12,947.68,Yes,No,FI-PL
SHP900000583,DLV800000583,2025-01-04,CAR07,NL,CPT,Sea,1850,4321.3,9,7,1267.78,Yes,Yes,FI-NL
SHP900000584,DLV800000584,2025-06-03,CAR06,PL,DDP,Air,1450,1825.7,3,1,4916.67,Yes,Yes,FI-PL
SHP900000585,DLV800000585,2025-11-16,CAR04,SE,CPT,Road,650,1211.8,2,1,741.11,Yes,Yes,FI-SE
SHP900000586,DLV800000586,2025-07-02,CAR04,FI,FCA,Road,250,5064.0,9,1,0.0,No,Yes,FI-FI
SHP900000587,DLV800000587,2026-04-15,CAR08,IT,FCA,Sea,2900,5931.0,13,9,0.0,No,Yes,FI-IT
SHP900000588,DLV800000588,2026-05-17,CAR01,ES,DAP,Road,3500,6463.3,10,6,3080.49,Yes,No,FI-ES
SHP900000589,DLV800000589,2025-03-11,CAR07,FR,CPT,Sea,2400,1190.2,2,9,999.5,Yes,Yes,FI-FR
SHP900000590,DLV800000590,2025-09-18,CAR06,DE,CPT,Air,1650,2429.9,4,1,5209.75,Yes,Yes,FI-DE
SHP900000591,DLV800000591,2026-04-05,CAR02,CN,CPT,Road,7700,845.3,2,13,4796.53,Yes,No,FI-CN
SHP900000592,DLV800000592,2025-01-07,CAR01,FR,EXW,Road,2400,3790.8,5,4,0.0,No,Yes,FI-FR
SHP900000593,DLV800000593,2025-01-23,CAR03,DK,EXW,Road,1000,308.1,1,3,0.0,No,No,FI-DK
SHP900000594,DLV800000594,2025-10-12,CAR07,IT,CIP,Sea,2900,4893.8,13,9,1744.06,Yes,Yes,FI-IT
SHP900000595,DLV800000595,2025-07-29,CAR07,DE,DAP,Sea,1650,4246.2,8,7,941.41,Yes,Yes,FI-DE
SHP900000596,DLV800000596,2026-03-15,CAR01,FI,CIP,Road,250,5018.0,9,2,915.79,Yes,No,FI-FI
SHP900000597,DLV800000597,2025-03-21,CAR05,IT,DAP,Air,2900,3773.7,7,1,10207.04,Yes,Yes,FI-IT
SHP900000598,DLV800000598,2025-09-02,CAR03,NL,DAP,Road,1850,6959.5,11,3,2140.87,Yes,Yes,FI-NL
SHP900000599,DLV800000599,2025-08-15,CAR03,NO,EXW,Road,900,4986.8,11,1,0.0,No,Yes,FI-NO
SHP900000600,DLV800000600,2025-05-19,CAR01,CN,DDP,Road,7700,4018.9,7,12,5087.85,Yes,Yes,FI-CN
SHP900000601,DLV800000601,2026-02-20,CAR08,PL,DAP,Sea,1450,2650.2,8,8,747.86,Yes,No,FI-PL
SHP900000602,DLV800000602,2025-03-12,CAR03,FI,CIP,Road,250,71.4,1,1,274.3,Yes,Yes,FI-FI
SHP900000603,DLV800000603,2025-02-19,CAR06,FI,DAP,Air,250,2615.6,7,2,2663.26,Yes,No,FI-FI
SHP900000604,DLV800000604,2026-03-13,CAR02,US,DAP,Road,7200,4158.8,6,11,3986.28,Yes,Yes,FI-US
SHP900000605,DLV800000605,2025-05-24,CAR04,CN,DAP,Road,7700,5306.1,10,12,5459.16,Yes,Yes,FI-CN
SHP900000606,DLV800000606,2025-07-07,CAR04,NL,DAP,Road,1850,6423.1,9,4,2246.14,Yes,No,FI-NL
SHP900000607,DLV800000607,2025-10-02,CAR06,US,CPT,Air,7200,1992.2,4,5,18761.02,Yes,No,FI-US
SHP900000608,DLV800000608,2025-01-12,CAR02,IT,FCA,Road,2900,2005.3,3,5,0.0,No,No,FI-IT
SHP900000609,DLV800000609,2026-02-18,CAR06,DE,CPT,Air,1650,394.8,1,1,4754.52,Yes,Yes,FI-DE
SHP900000610,DLV800000610,2026-03-05,CAR07,DK,EXW,Sea,1000,6049.9,15,6,0.0,No,No,FI-DK
SHP900000611,DLV800000611,2025-07-18,CAR07,PL,EXW,Sea,1450,2640.0,6,5,0.0,No,Yes,FI-PL
SHP900000612,DLV800000612,2025-03-30,CAR02,FI,FCA,Road,250,3097.1,8,1,0.0,No,Yes,FI-FI
SHP900000613,DLV800000613,2025-03-16,CAR03,NO,FCA,Road,900,4976.3,7,1,0.0,No,Yes,FI-NO
SHP900000614,DLV800000614,2025-11-20,CAR06,CN,CPT,Air,7700,587.3,1,4,20584.76,Yes,Yes,FI-CN
SHP900000615,DLV800000615,2025-10-31,CAR07,ES,CPT,Sea,3500,1668.3,3,12,1604.91,Yes,No,FI-ES
SHP900000616,DLV800000616,2026-04-13,CAR05,FR,CIP,Air,2400,6794.9,10,1,11092.34,Yes,Yes,FI-FR
SHP900000617,DLV800000617,2025-09-07,CAR02,FR,CPT,Road,2400,2538.4,5,4,1615.43,Yes,Yes,FI-FR
SHP900000618,DLV800000618,2025-05-15,CAR08,NO,FCA,Sea,900,6453.3,14,6,0.0,No,No,FI-NO
SHP900000619,DLV800000619,2026-04-13,CAR07,NO,DAP,Sea,900,4365.0,7,5,687.18,Yes,Yes,FI-NO
SHP900000620,DLV800000620,2025-02-15,CAR06,IT,CIP,Air,2900,6941.3,19,1,12221.36,Yes,Yes,FI-IT
SHP900000621,DLV800000621,2025-10-26,CAR03,DK,CPT,Road,1000,3691.1,6,2,949.53,Yes,Yes,FI-DK
SHP900000622,DLV800000622,2025-11-24,CAR08,US,CPT,Sea,7200,431.3,1,24,2586.98,Yes,Yes,FI-US
SHP900000623,DLV800000623,2025-08-14,CAR02,ES,FCA,Road,3500,1108.4,2,6,0.0,No,No,FI-ES
SHP900000624,DLV800000624,2026-05-16,CAR03,PL,DDP,Road,1450,3558.4,5,2,1592.21,Yes,Yes,FI-PL
SHP900000625,DLV800000625,2025-01-25,CAR05,PL,DAP,Air,1450,2365.4,5,1,5775.66,Yes,Yes,FI-PL
SHP900000626,DLV800000626,2025-03-27,CAR03,DE,CIP,Road,1650,159.0,1,3,1048.69,Yes,Yes,FI-DE
SHP900000627,DLV800000627,2026-03-05,CAR03,NL,CPT,Road,1850,1738.4,4,3,1523.39,Yes,Yes,FI-NL
SHP900000628,DLV800000628,2026-02-15,CAR06,US,DAP,Air,7200,4177.2,7,6,19030.4,Yes,No,FI-US
SHP900000629,DLV800000629,2026-05-07,CAR04,IT,DDP,Road,2900,6399.8,12,4,2140.41,Yes,Yes,FI-IT
SHP900000630,DLV800000630,2025-01-12,CAR06,CN,DDP,Air,7700,2097.3,5,4,23028.08,Yes,Yes,FI-CN
SHP900000631,DLV800000631,2025-04-12,CAR05,ES,DAP,Air,3500,4322.9,8,2,11176.94,Yes,Yes,FI-ES
SHP900000632,DLV800000632,2025-03-14,CAR01,DE,EXW,Road,1650,988.2,2,4,0.0,No,No,FI-DE
SHP900000633,DLV800000633,2025-11-02,CAR05,ES,DDP,Air,3500,3543.0,7,2,12744.57,Yes,Yes,FI-ES
SHP900000634,DLV800000634,2025-05-10,CAR03,IT,DDP,Road,2900,499.7,1,5,1747.54,Yes,No,FI-IT
SHP900000635,DLV800000635,2025-09-14,CAR04,SE,CPT,Road,650,3769.3,6,2,878.54,Yes,No,FI-SE
SHP900000636,DLV800000636,2026-03-26,CAR06,FI,CPT,Air,250,6798.3,10,2,5555.89,Yes,No,FI-FI
SHP900000637,DLV800000637,2025-05-02,CAR03,FR,FCA,Road,2400,2707.8,7,4,0.0,No,Yes,FI-FR
SHP900000638,DLV800000638,2025-11-19,CAR07,SE,FCA,Sea,650,6630.7,14,6,0.0,No,No,FI-SE
